name,link,rating,start,end,website,telegram,telegram_count,facebook,facebook_count,twitter,twitter_count,symbol,platform,type,raised
tv-two,https://icobench.com/ico/tv-two/,4.3,24-May-18,24-Jul-18,https://tv-two.com/?utm_source=icobench,https://t.me/tvtwocom,10909,https://www.facebook.com/tvtwocom,5242,https://twitter.com/tvtwocom,3894,TTV,Ethereum,ERC20,0
urbit,https://icobench.com/ico/urbit/,4.6,14-Jun-18,14-Jul-18,https://urbitdata.io/?utm_source=icobench,https://t.me/urbit,10926,https://facebook.com/urbitdata,9332,https://twitter.com/urbitdata,10033,URB,Ethereum,ERC20,0
vtos,https://icobench.com/ico/vtos/,4.4,9-Jul-18,14-Sep-18,https://vtos.io/?utm_source=icobench,https://t.me/vtosofficial,100000,http://facebook.com/vtos.io,14127,http://twitter.com/vtosfoundation,14271,VTOS,Ethereum,ERC20,0
w12,https://icobench.com/ico/w12/,4.5,20-May-18,20-Jul-18,https://tokensale.w12.io/?utm_source=ico&utm_medium=rating&utm_campaign=icobench,https://t.me/w12_io,12926,https://www.facebook.com/w12.io/,9588,https://twitter.com/w12_io,6275,W12,Ethereum,ERC20,"Unknown108,926.00000000 ETH "
xrt,https://icobench.com/ico/xrt/,4.2,1-Jun-18,30-Jun-18,https://www.xrtfoundation.org/?utm_source=icobench,https://t.me/xrtfoundation,21871,https://www.facebook.com/xrtfoundation2018,20700,https://www.twitter.com/XrtFoundation,22719,XRT,Ethereum,ERC20,0
yappadappadoo,https://icobench.com/ico/yappadappadoo/,4.7,4-Jun-18,31-Dec-18,https://www.yappadappadoo.io?utm_source=icobench,https://t.me/yappadappadoochat,7719,https://www.facebook.com/yappadappadoo.io/,6536,https://twitter.com/yappadappadoo,7012,FLI,Ethereum,ERC20,0
zantepay,https://icobench.com/ico/zantepay/,4.2,15-Mar-18,15-Jul-18,https://www.zantepay.com?utm_source=icobench,https://telegram.me/zantepay,571,https://www.facebook.com/ZANTEPAY/,5016,https://twitter.com/zantepay,4970,ZNX,Ethereum,ERC20,0
aenco,https://icobench.com/ico/aenco/,4.6,1-Jul-18,8-Aug-18,https://aencoin.com/?utm_source=icobench,https://t.me/AENCO,5603,https://www.facebook.com/AENCOIN/,2370,https://twitter.com/AENCOIN,5141,AEN,Ethereum,ERC223,0
aitrading,https://icobench.com/ico/aitrading/,4.8,4-Sep-18,28-Oct-18,https://aitrading.com/?utm_source=icobench,https://t.me/aitrading_en,212,https://www.facebook.com/AITrading-602406400121102/,1241,https://twitter.com/aitrading_com,629,AITT,Ethereum,ERC20,0
alt-estate,https://icobench.com/ico/alt-estate/,4.1,30-May-18,30-Jun-18,https://alt.estate/?utm_source=icobench.com&utm_medium=listing,https://t.me/AltEstate,80235,https://www.facebook.com/Alt.Estate,5548,https://twitter.com/Alt_Estate,6588,ALT,Ethereum,ERC20,0
anything-app,https://icobench.com/ico/anything-app/,3.9,11-Jun-18,1-Jul-18,https://anything.app?utm_source=icobench,https://t.me/anythingapp,96855,https://www.facebook.com/TheAnythingApp/,8557,https://twitter.com/TheAnythingApp,13482,ANY,Ethereum,ERC223/ERC20,0
aqwire,https://icobench.com/ico/aqwire/,3.9,18-Jul-18,31-Aug-18,https://www.aqwire.io?utm_source=icobench,ttps://t.me/aqwire,0,https://www.facebook.com/AQwirePlatform/,6134,https://twitter.com/AQwireOfficial,566,QEY,Ethereum,ERC20,0
bitbose,https://icobench.com/ico/bitbose/,4.4,1-Jun-18,15-Jul-18,https://www.bitbose.com?utm_source=icobench,https://t.me/bitbose,3742,https://www.facebook.com/Bosetoken/,4625,https://twitter.com/Bitbosecoin,4699,BOSE,Ethereum,ERC20,0
cargocoin-just-priority-listing,https://icobench.com/ico/cargocoin-just-priority-listing/,4.4,1-Apr-18,30-Jun-18,https://thecargocoin.com/a102?utm_source=icobench,http://t.me/thecargocoingroup,71529,https://www.facebook.com/thecargocoin/,10702,https://twitter.com/thecargocoin,1494,CargoCoin,Ethereum,ERC223,0
coti,https://icobench.com/ico/coti/,4,15-Aug-18,1-Sep-18,https://coti.io/?utm_source=icobench,https://t.me/COTInetwork,41169,https://www.facebook.com/COTInetwork,24796,https://twitter.com/COTInetwork,18501,COTI,Trustchain,ERC20,0
cryptfunder,https://icobench.com/ico/cryptfunder/,4,25-May-18,8-Jul-18,https://www.cryptfunder.io?utm_source=icobench,https://t.me/cryptfunderico,29332,https://www.facebook.com/cryptfunder.io,5800,https://twitter.com/cryptfunder,2617,CFND,Ethereum,ERC20,0
cryptov8,https://icobench.com/ico/cryptov8/,4.8,14-Jul-18,28-Jul-18,https://www.cryptov8.com?utm_source=icobench,https://t.me/cryptov8,10,https://www.facebook.com/Cryptov8/,49,https://twitter.com/cryptov8,4079,CRV8,Ethereum,ERC20,0
cubomania,https://icobench.com/ico/cubomania/,4.6,11-May-18,14-Jul-18,https://cubomania.io/?utm_source=icobench,https://t.me/ICOCubomaniaEN,13288,https://www.facebook.com/cubomania.io/,8143,https://twitter.com/Cubomania_ICO,10241,CUBO,Ethereum,ERC20,0
darico,https://icobench.com/ico/darico/,3.9,30-Jan-18,30-Jul-18,https://darico.io/?utm_source=icobench,https://t.me/joinchat/Gvx5mxFWu7_OVJApUXxb5Q,9643,https://www.facebook.com/Darico-1903067243290098/,4461,https://twitter.com/daricocoin,5912,DEC,Ethereum,Utility,0
dateat,https://icobench.com/ico/dateat/,4.8,5-Jun-18,30-Aug-18,https://dateat.io/?utm_source=icobench,https://t.me/dteglobal,683,https://www.facebook.com/dateat.io/,27097,https://twitter.com/DatEatOfficial,150,DTE,Ethereum,ERC20,0
dbrain,https://icobench.com/ico/dbrain/,3.2,15-Apr-18,1-Jul-18,https://dbrain.io?utm_source=icobench,https://t.me/joinchat/BSBzPk1gyw5grXyvBslXdg,8313,https://www.facebook.com/dbrainio,8197,https://twitter.com/dbrainio,7351,DBR,Ethereum,ERC20,"$2,500,000 "
deep-aero-just-priority-listing,https://icobench.com/ico/deep-aero-just-priority-listing/,4.5,1-May-18,31-Jul-18,https://www.deepaero.com/?utm_source=icobench,https://t.me/deepaerodrones,15261,https://www.facebook.com/DeepAeroDrones/,21499,https://twitter.com/DeepAeroDrones,4321,DRONE,Ethereum,ERC20,Unknown
efir,https://icobench.com/ico/efir/,4.8,14-May-18,31-Jul-18,https://exchange.efir.io?utm_source=icobench,https://t.me/qaazqaaz,4597,https://www.facebook.com/qaazqaazcom/,8770,https://twitter.com/efir_qaazqaaz,10576,QZ,Ethereum,ERC20,Unknown
eiplatform,https://icobench.com/ico/eiplatform/,4.6,23-May-18,30-Jun-18,https://eiplatform.io/?utm_source=icobench,https://t.me/EIP_ecosystem,6505,https://www.facebook.com/EIP-980267652124760/,8800,https://twitter.com/EIP_ECOSYSTEM,3218,EMI,Ethereum,ERC20,0
ekkbaz,https://icobench.com/ico/ekkbaz/,4.3,25-Jun-18,9-Jul-18,https://ekkbaz.com/?utm_source=icobench,https://t.me/ekkbaz,17371,https://www.facebook.com/ekkbaz,8684,https://twitter.com/EkkBazCom,3207,EKK,Ethereum,ERC20,0
elepig,https://icobench.com/ico/elepig/,4.6,25-Jun-18,9-Jul-18,https://www.elepig.com?utm_source=icobench,https://t.me/Elepigexchange,22727,https://www.facebook.com/Elepigexchange/,6072,https://twitter.com/Elepigexchange,24330,EPG,Ethereum,ERC20,0
eminent,https://icobench.com/ico/eminent/,4.8,27-Jun-18,25-Jul-18,https://eminent.beepbeepnation.com?utm_source=icobench,http://t.me/eminenttokenofficial,22311,https://www.facebook.com/beepbeepnation,781,https://twitter.com/beepbeepnation,1491,EMN,ERC20,Ethereum,0
entry,https://icobench.com/ico/entry/,4.5,1-Jun-18,31-Aug-18,https://entry.money/?utm_source=icobench,https://t.me/ENTRY_Official,13470,https://www.facebook.com/entrymoney/,2198,https://twitter.com/EntryMoneyICO,4263,ENTRY,ENTRY,Utility,0
fanfare,https://icobench.com/ico/fanfare/,4,17-Aug-18,17-Sep-18,https://tokensale.fanfare.global?utm_source=icobench,https://t.me/FanfareICO,51762,https://www.facebook.com/fanfareglobal,508435,https://twitter.com/FanFare_Global,29398,FAN,Ethereum,ERC20,0
flipnpik,https://icobench.com/ico/flipnpik/,4.5,1-Jul-18,31-Aug-18,https://flipnpik.io/?utm_source=icobench,https://t.me/flipnpikico,12885,http://facebook.com/flipnpikworldwide,935,https://twitter.com/flipnpik,11675,FNP,Stellar,Stellar,0
game-stars,https://icobench.com/ico/game-stars/,3.8,10-May-18,30-Jun-18,https://gamestars.io/?utm_source=icobench,https://t.me/GameStarsNews,1991,https://facebook.com/GameStars-2037402373144154,10164,https://twitter.com/GameStarsCoin,1308,GST,Ethereum,ERC20,0
globecas,https://icobench.com/ico/globecas/,4.5,3-Jul-18,15-Aug-18,https://www.globecas.com/showcase/index?utm_source=icobench,https://t.me/joinchat/Gp_RhE9TT-UlkcHRKkUVgQ,12638,https://www.facebook.com/GlobeCasOfficial,904,https://twitter.com/GlobeCas_OFL,1011,GCT,Ethereum,ERC20,0
idm,https://icobench.com/ico/idm/,4.3,4-Jun-18,4-Oct-18,https://myidm.io/?utm_source=icobench,https://t.me/idmprotect_en,1226,https://www.facebook.com/IDMdatasec,6800,https://twitter.com/IDMdatasecurity,522,IDM,Ethereum,ERC20,0
leadrex,https://icobench.com/ico/leadrex/,4.7,21-May-18,3-Aug-18,https://leadrex.ai?utm_source=icobench,https://t.me/leadrexeng,52159,https://www.facebook.com/LeadRexAi,8439,https://twitter.com/leadrex,12330,LDX,Ethereum,ERC20,0
leap-with-alice,https://icobench.com/ico/leap-with-alice/,4.1,15-Oct-18,1-Jan-19,https://leapwithalice.io?utm_source=icobench,https://t.me/LeapWithAlice,,https://www.facebook.com/LeapWithAlice/,649,https://twitter.com/LeapWithAlice,190,LWA,Ethereum,ERC20,0
memority,https://icobench.com/ico/memority/,4.3,31-May-18,1-Oct-18,https://memority.io?utm_source=icobench,https://t.me/memority,12548,https://www.facebook.com/mmority/,45444,https://twitter.com/frvrty,23986,EMT,Ethereum,ERC20,0
metamorph-pro,https://icobench.com/ico/metamorph-pro/,3.7,27-Apr-18,27-Jun-18,https://metamorph.pro?utm_source=icobench,https://t.me/metamorphofficial,9564,https://www.facebook.com/metamorphcoin,6937,https://twitter.com/MetaMorphPro,8496,METM,Ethereum,ERC20,0
monoreto,https://icobench.com/ico/monoreto/,4.3,15-Aug-18,30-Sep-18,http://monoreto.com/?utm_source=icobench,https://t.me/monoreto_en,1587,https://www.facebook.com/monoreto/,10780,https://twitter.com/MonoretoSocial,1776,MNR,Ethereum,ERC20,0
noiz,https://icobench.com/ico/noiz/,4.5,15-Jul-18,15-Aug-18,https://www.noizchain.com?utm_source=icobench,https://t.me/noizchainenglish,1904,https://www.facebook.com/NOIZchain,4215,https://twitter.com/NOIZchain,1497,NOIZ,Ethereum,ERC20,0
online,https://icobench.com/ico/online/,4.6,15-Jun-18,9-Jul-18,https://online.io?utm_source=icobench,https://t.me/OnlineIO,12613,https://www.facebook.com/Online.io/,13642,https://twitter.com/OnlineIO_,12276,OIO,Ethereum,ERC20,0
p2p-solutions-foundation,https://icobench.com/ico/p2p-solutions-foundation/,4.1,2-Apr-18,31-Aug-18,https://www.p2psf.org?utm_source=icobench,https://t.me/joinchat/FK00U0bfzHmFy0XODee9vg,3455,https://www.facebook.com/p2p-solutions-foundation-1953510414915812,3813,https://twitter.com/p2psf,13147,P2PS,Ethereum,ERC20,0
planport,https://icobench.com/ico/planport/,4.5,10-Jun-18,30-Jul-18,https://www.planport.io?utm_source=icobench,https://t.me/planportofficial,11174,https://www.facebook.com/Planport-171027123614439/,46,https://twitter.com/planport,11050,Port,Ethereum,ERC20,0
pool-of-stake,https://icobench.com/ico/pool-of-stake/,4.6,18-Jun-18,20-Jul-18,https://www.poolofstake.io/?utm_source=icobench,https://t.me/poolofstake,4123,https://www.facebook.com/poolofstake,308,https://twitter.com/poolofstake,872,PSK,Ethereum,ERC20,0
profede,https://icobench.com/ico/profede/,4,1-Jun-18,15-Sep-18,https://profede.com?utm_source=icobench,https://t.me/profede,42997,https://www.facebook.com/ProfedeOfficial/,19429,https://twitter.com/ProfedeOfficial,37600,PATO,Ethereum,ERC20,0
provoco,https://icobench.com/ico/provoco/,4.4,1-Apr-18,1-Oct-18,https://provoco.me/?utm_source=icobench,https://t.me/provoco_me,11047,https://www.facebook.com/provocome,8889,https://twitter.com/provocome,3593,VOCO,Ethereum,ERC223,0
rankingball,https://icobench.com/ico/rankingball/,4.6,11-Jun-18,1-Jul-18,http://rankingball.io?utm_source=icobench,https://t.me/RankingBallPublic,10382,https://www.facebook.com/RankingBall-410057692761968,5246,https://twitter.com/RankingBall,3960,RBG,Ethereum,ERC20,0
rate3,https://icobench.com/ico/rate3/,4.6,31-May-18,Unknown,http://rate3.network?utm_source=icobench,https://t.me/OfficialRate3,24540,https://www.facebook.com/RateXsg/,3318,https://twitter.com/OfficialRate3,12147,RTE,Ethereum,ERC20,0
skyfchain,https://icobench.com/ico/skyfchain/,4.7,10-Mar-18,15-Aug-18,https://www.skyfchain.io/?utm_source=icobench,https://t.me/SKYFchain_chat,99510,https://www.facebook.com/SKYFchain-2030350540582744/,4017,https://twitter.com/SKYFchain,4659,SKYFT,Ethereum,ERC20,0
solarex,https://icobench.com/ico/solarex/,4,15-May-18,31-Jul-18,https://solarex.io?utm_source=icobench,https://t.me/SolarexICO,3067,https://www.facebook.com/solarexico/,1591,https://twitter.com/Solarex_ICO,3712,SRX,Ethereum,ERC20,0
supporter,https://icobench.com/ico/supporter/,4.2,20-Apr-18,20-Jul-18,https://supporterinc.io/?utm_source=icobench,https://t.me/ICOSupPorterInc,6571,https://facebook.com/SupPorterInc,4272,https://twitter.com/SupPorterInc,4270,SPT,Ethereum,ERC20,0
terra-virtua,https://icobench.com/ico/terra-virtua/,4.1,1-Jul-18,31-Jul-18,https://www.terravirtua.io?utm_source=icobench,https://t.me/TerraVirtua,20490,https://www.facebook.com/OfficialTerraVirtua/,13836,https://twitter.com/terra_virtua,18801,TVA,Ethereum,ERC20,0
tillbilly,https://icobench.com/ico/tillbilly/,4.2,1-Sep-18,15-Oct-18,https://tillbilly.com?utm_source=icobench,https://t.me/tillbilly,44926,https://www.facebook.com/tillbillyapp/,17,https://twitter.com/tillbillyapp,7912,BILL,Stellar,Stellar,0
traxion,https://icobench.com/ico/traxion/,4.8,1-Aug-18,31-Aug-18,https://www.traxion.tech?utm_source=icobench,http://t.me/TraXionICO,39202,https://www.facebook.com/traxiontech/,16604,https://twitter.com/traxiontoken,16040,TXN,Ethereum,ERC20,0
trustedcars-flex,https://icobench.com/ico/trustedcars-flex/,4.7,23-May-18,12-Aug-18,https://ico.trustedcars.com/?utm_source=icobench,https://t.me/TrustedCars,16063,https://www.facebook.com/TrustedCars.Official,14087,https://twitter.com/trustedcars,3458,FLEX,Ethereum,ERC20,0
u-run-it,https://icobench.com/ico/u-run-it/,4.7,15-May-18,15-Aug-18,https://www.urunit.io/?utm_source=icobench,https://t.me/urunit,52469,https://facebook.com/urunit,17758,https://twitter.com/URUNIT_IO,22972,URUN,Ethereum,ERC20,0
ubanx,https://icobench.com/ico/ubanx/,4.3,23-Apr-18,30-Jun-18,https://ubanx.io?utm_source=icobench,https://t.me/UbanxSpaces,15011,https://www.facebook.com/ubanxspaces/,12468,https://twitter.com/UbanxSpaces,13627,BANX,Ethereum,ERC20,0
ubcoin-market,https://icobench.com/ico/ubcoin-market/,3.9,2-Apr-18,27-Aug-18,https://ubcoin.io/?utm_source=icobench,https://t.me/ubcoinmarket,1675,https://www.facebook.com/Ubcoin-838741126308809/,14089,https://twitter.com/ubcoin,20757,UBC,Ethereum,ERC20,0
vlux,https://icobench.com/ico/vlux/,4,4-Jul-18,7-Jul-18,http://vlux.io?utm_source=icobench,https://t.me/VLUXofficial,20155,https://www.facebook.com/VluxToken/,1710,https://twitter.com/VLUXToken,3855,VLUX,Ethereum,ERC20,0
viva,https://icobench.com/ico/viva/,4.1,1-Apr-18,14-Aug-18,https://www.vivanetwork.org?utm_source=icobench,https://t.me/thevivanetworkofficial,103,https://www.facebook.com/VivaNetworkOfficial/,15312,https://twitter.com/TheVivaNetwork,16510,VIVA,Ethereum,ERC20,0
whalesburg,https://icobench.com/ico/whalesburg/,3.9,3-Jun-18,3-Jul-18,https://whalesburg.com/?utm_source=icobench,https://t.me/whalesburg,19693,https://facebook.com/whalesburg,2348,https://twitter.com/whalesburg,5341,WBT,Ethereum,ERC20,0
wono,https://icobench.com/ico/wono/,4.3,29-Jun-18,29-Jul-18,https://wono.io/?utm_source=icobench,https://t.me/wonoworld,24164,https://www.facebook.com/wonoworld/,1858,https://twitter.com/wonoworld,12057,WONO,Ethereum,ERC20,0
xenchain,https://icobench.com/ico/xenchain/,4.8,1-Aug-18,15-Aug-18,https://xenchain.io?utm_source=icobench,https://t.me/xenchainio,10388,https://www.facebook.com/xenchainio,51,https://twitter.com/xen_chain,419,XENC,Ethereum,ERC20,0
xriba,https://icobench.com/ico/xriba/,4.7,7-Jun-18,7-Jul-18,https://xriba.com?utm_source=icobench,https://t.me/Xriba_Official_Channel,13557,https://www.facebook.com/xribaofficial,24869,https://twitter.com/xribaofficial,27070,XRA,Ethereum,ERC20,0
aca-network,https://icobench.com/ico/aca-network/,4.6,14-Jul-18,27-Jul-18,https://aca.network?utm_source=icobench,https://t.me/acanetwork,698,https://www.facebook.com/acanetworkofficial/,1107,https://twitter.com/ACANetwork_io,927,ACA,Ethereum,ERC20,0
airbloc,https://icobench.com/ico/airbloc/,3.5,19-Jun-18,29-Jun-18,https://airbloc.org/?utm_source=icobench,https://t.me/airblocofficial,1233,https://www.facebook.com/AirblocOfficial,869,https://www.twitter.com/AirblocOfficial,1092,ABL,Ethereum,ERC20,0
basis-neuro,https://icobench.com/ico/basis-neuro/,3.9,15-Jun-18,15-Jul-18,https://ico.basisneuro.com/?utm_source=icobench,https://t.me/basisneurocom,12017,https://www.facebook.com/BasisNeuro/,7464,https://twitter.com/basis_neuro,8200,BNST,Ethereum,ERC20,0
bgx,https://icobench.com/ico/bgx/,3.9,5-Sep-18,3-Oct-18,https://bgx.ai/?utm_source=icobench,https://t.me/bgx_group,5695,https://www.facebook.com/BGXWorld/,6526,https://twitter.com/BGXGlobal,3139,BGX,Ethereum,ERC20,0
btu-protocol,https://icobench.com/ico/btu-protocol/,4.1,7-Jun-18,30-Jun-18,https://www.btu-protocol.com/en/?utm_source=icobench,http://t.me/BTUCommunity,28948,https://www.facebook.com/btuprotocol/,114,https://twitter.com/BtuProtocol,774,BTU,Ethereum,ERC20,0
creditor,https://icobench.com/ico/creditor/,4.6,2-Sep-18,16-Oct-18,http://creditor.ai/?utm_source=icobench,https://t.me/creditorplatform,1302,https://www.facebook.com/creditordataplatform/,478,https://twitter.com/datacreditor,99,CDPT,Ethereum,ERC20,0
d-coin,https://icobench.com/ico/d-coin/,4.6,10-May-18,31-Jul-18,https://www.dcoinico.io/?utm_source=icobench,https://t.me/dcoindco,,https://www.facebook.com/DCoin-DCO-863728593830062/,620,https://twitter.com/dcoindco,36,DCO,Blockchain,Utility,0
denet,https://icobench.com/ico/denet/,4.1,1-Jul-18,15-Jul-18,https://denet.pro/?utm_source=icobench,https://t.me/denet_chat,42755,https://www.facebook.com/denet.pro.hosting/,10825,https://twitter.com/DeNetPro,3987,DNET,Ethereum,ERC20,0
desico,https://icobench.com/ico/desico/,3.7,20-Aug-18,1-Nov-18,http://desico.io/?utm_source=icobench,https://t.me/desicochat,4675,https://www.facebook.com/desico.io/,1289,https://twitter.com/desico_io,496,DESI,Ethereum,ERC20,0
flogmall,https://icobench.com/ico/flogmall/,3.8,26-Apr-18,26-Jun-18,https://flogmall.com?utm_source=icobench,https://t.me/flogmall_en,6407,https://www.facebook.com/flogmallico,3385,https://twitter.com/flogmall,6813,MLC,Ethereum,ERC20,0
gamb,https://icobench.com/ico/gamb/,4.5,4-Jul-18,31-Jul-18,https://gamb.io?utm_source=icobench,https://t.me/GAMBCommunity,93147,https://www.facebook.com/gambproject,8,https://twitter.com/GAMBproject,10875,GMB,Ethereum,ERC20,0
genesis,https://icobench.com/ico/genesis/,4.3,1-Apr-18,30-Jun-18,http://genesisfound.io?utm_source=icobench,https://t.me/genesisfound,4980,https://www.facebook.com/genesiscoin,6142,https://twitter.com/genesis_found,8267,GES,Ethereum,ERC20,0
gese,https://icobench.com/ico/gese/,4,26-Jun-18,10-Jul-18,https://gese.io/?utm_source=icobench,https://t.me/GeseLegal,15607,https://www.facebook.com/gese.io,7211,https://twitter.com/gese_io,8343,GSE,Ethereum,ERC20,0
homelend,https://icobench.com/ico/homelend/,4.7,15-Mar-18,30-Jul-18,https://www.homelend.io?utm_source=icobench,https://t.me/HomelendPlatform,3179,https://www.facebook.com/HMDHomelend/,1365,https://twitter.com/HomelendHMD,1749,HMD,Ethereum,ERC20,0
hotcoin,https://icobench.com/ico/hotcoin/,4.6,7-May-18,7-Aug-18,https://www.wankcoin.com/?utm_source=icobench,https://t.me/wankcoingroup,75098,https://www.facebook.com/Wankcoin-733335576698573/,2141,https://twitter.com/wankcoin,28306,WKC,Ethereum,ERC20,0
loyakk,https://icobench.com/ico/loyakk/,4.5,15-Jun-18,22-Jul-18,http://www.loyakk.io/?utm_source=icobench,https://t.me/joinchat/Hbh2llKie55QGqJdvcUCAA,90026,https://www.facebook.com/loyakk,3166,https://twitter.com/loyakkvega,25521,LYK,Ethereum,ERC20,0
